OID	File	Portion	English	廣東話口語（Colloquial Cantonese）v1028
1485	Sam	summer_Sun	When you see hot air balloons drifting over the sea, you'll know that summer's in full swing.	当你睇到熱氣球喺海面上漂迻時，你就會知道夏天已經開始咗。
1486	Sam	fall_Mon2	I like taking walks in the forest this time of year. The temperature is so comfortable#$e#...$h	我中意年年呢個時候喺森林度散步。 溫度是如此舒適#$e#...$h
1487	Sam	fall_Mon	Oh, hi. Are you making friends with anyone in town?#$e#Bye.	哦 ， 你好 。 你同鎮上嘅人交朋友啊？ #$e#拜拜。
1488	Sam	fall_Tue	My shoes always seem to wear out this time of year. Look, my toe's poking through!$h#$e#That's what happens when you skateboard too much.	我的鞋子似乎成日喺年年嘅呢個時候着壞。 看，我的腳趾都戳破晒！ $h#$e#就係你玩滑板太多嘅後果。
1489	Sam	fall_9	I ordered a new pair of shoes online. They're the same style so I know they'll fit right.	我喺網上訂購啦一雙新鞋。 佢們係同樣嘅款式，所以我知道牠們會好啱。
1490	Sam	fall_16	I ordered some shoes online more than a week ago! Man, they're really taking a long time.#$e#I guess we must really live in the middle of nowhere.$s	我一个多星期前喺網上訂咗幾对鞋！ 夥計，佢哋真係花咗好長時間。 #$e#我想我哋一定係真嘅住喺荒郊野外。 $s
1491	Sam	fall_23	Ah, my feet feel great in these new shoes. They're a little crisp, but they'll break in. Especially after I run through the haunted maze this weekend.$h	啊，我隻腳穿着呢对新鞋感覺好好。 牠們有點脆，但牠們會磨合。 尤其係喺我呢個周末跑完鬼屋迷宮之後。 $h
1492	Sam	fall_Tue4	Hi, @. Do you want to hang out or something?#$e#Just stop by whenever you want.	嗨，@。 你想出去玩嗎？ #$e#只要你想，隨時都可以嚟。
1493	Sam	fall_Wed	Hey... something smells good, like pizza.#$e#Do you smell that? Maybe Mom's cooking something.	嘿...... 有啲嘢聞起嚟好香，好似pizza。 #$e#你聞到啦嗎？ 或者媽咪喺煮嘢。
1494	Sam	fall_Thu6_1	I think my Dad might be coming back next year.#$e#I guess that's kind of soon. Weird.	我想我爸可能出年就會返嚟喇。 #$e#好奇怪。
1495	Sam	fall_Thu6	I guess I should start thinking about moving out soon...$s#$e#...But I would miss Mom's fish casserole, so I dunno...$s#$e#I hate making decisions.	我想我應該開始考慮盡快搬出去......$s#$e#...... 但係我會掛住媽咪嘅瓦煲魚，所以我唔知......$s#$e#我討厭做決定。
1496	Sam	fall_Thu	Did you ever notice all the spider webs that appear during the fall?#$e#If you get up early you'll see them covered in dew... like little stars.	你有冇注意到秋天出現嘅所有蜘蛛網？ #$e#如果你早起，你會看到佢們被露水覆蓋...... 好似小星星。
1497	Sam	fall_Fri	I used to live in Zuzu City, you know. The biggest difference is the noise. It's never quiet in the city.#$e#There's way more people around you, always. And it's always bright with city lights, even at night.#$e#I guess which setting you like depends on your personality.	我以前住喺唐人街，你知咩？最大慨有咩唔同噪音。城市裡面永遠唔會安靜。 #$e#你周圍慨人多啲，仲系咁。而且城市慨燈光係好著，就算系喺晚。#$e#我諗你中意邊種環境決於你個性。
1498	Sam	fall_Fri10	I think I've grown to like the country more than the city.$h#$b#Although I could be biased... for a certain reason.$10#$e#So, how are you doing today?$h	我諗我越嚟越鍾意鄉村而唔$城市。 h#$b#雖然我可能有偏見－－因為某種。 $10#$e#咁，你今日過得點啊？$h
1499	Sam	fall_Sat4	I'm lucky to have the biggest room in the house to myself.#$e#I guess there's advantages to being the oldest child.	我好好彩，我有屋企最大慨房間。 #$e#我想作為最年長仔都有著數。
1500	Sam	fall_Sat	Hmm. I think I was meaning to do something... But I forgot.#$e#This happens to me all the time.	嗯。我諗我係想做啲野……。但我唔記得咗。 #$e#呢種情況經常發生喺我身上。
1501	Sam	fall_Sun8	The first week of fall is already over. Man, that went by fast.$s#$e#Whatever. I'm just happy that you came to visit me!#$e#So do you have anything new to tell me?	秋天第一個禮拜已經過去喇。天呀，過得好快。 $s#$e#點都好。我只係好開心，你可唔可以離探下我！ #$e#咁你有咩新消息要講我聽呀？
1502	Sam	fall_Sun	It's hard to have fun on Sunday... I keep thinking about having to go to work tomorrow.$s	星期日好難有樂趣……。我一直喺度諗聽日要去翻工慨事。 $s
1503	Sam	fall_14	Hi @.#$e#Hmm.. I wonder if I could grow a cactus in my room?	嗨@.#$e#嗯...... 我想知我是否可以喺我間房度種上仙人掌？
1504	Sam	winter_Mon2	Everyone's indoors during the winter, so I can play guitar as loud as I want.$h	冬天大家都在室內，所以我可以隨心所欲地彈結佢。 $h
1505	Sam	winter_Mon	Hi... Cold, isn't it?	嗨...... 係咪好凍？
1506	Sam	winter_Tue	Oh, hi! It's good to see you again.#$e#Take it easy.	哦，你好！好開心又見到你。 #$e#別緊張。
1507	Sam	winter_Tue4	Hi, @. Do you want to hang out or something?#$e#Well, it's a good time of year to catch up on all the sleep I've missed.$h	嗨，@。你想出去玩玩嗎？ #$e#嗯，而家系一年中慨好時候，可以補上我錯過的所有睡眠。$h
1508	Sam	winter_Wed	$d Joja#I hate working at JojaMart, but how else am I going to make money in this town?|I'm glad I work at the museum now. It's way more interesting than that depressing JojaMart ever was.	$d Joja#我討厭在JojaMart工作，但在這個鎮上我還能怎麼賺錢呢？ |我幾高興我現在在博物館工作。佢比那個令人沮喪的JojaMart要有趣得多。
1509	Sam	winter_Thu6_1	I think my Dad is coming back this spring.#$e#It's been 3 years since I've seen him. This is going to be strange.	我想我爸爸今年春天會返嚟。 #$e#我有三年冇見過佢。將會好奇怪。
1510	Sam	winter_Thu6	Dad's been back for a while now. I guess I'm finally getting used to it.	爸爸返嚟已經有一段時間啦。我想我終於慣咗。
1511	Sam	winter_Thu	My Dad is in the military, fighting against the Gotoro Empire. That's why he's not here.#$e#He's coming back soon, though.	我爸爸喺軍隊度，與哥特羅帝國作戰。就係點解佢唔喺呢度。 #$e#之，佢好快就會返嚟慨。
1512	Sam	winter_Thu_2	One thing that's nice about winter... all the mosquitos are gone.	冬天有一件事幾好...... 所有慨蚊都唔見咗。
1513	Sam	winter_Fri	The worst thing about the snow is getting your feet soaked. You're lucky in those thick boots.	落雪時最糟糕的事情係你慨腳被淋濕啦。你穿著雙厚厚慨靴子，真係幸運。
1514	Sam	winter_Sat4	I just remembered I need to change the strings on my guitar.#$b#Okay, I'm going to write a note on my wrist so I remember to do it tonight.#$e#I have to make little reminders for myself or else I'll totally forget to do things.$h	我啱啱想起嚟要畀結佢換弦咗。 #$b#好啦，我要在手腕上寫張紙條，這樣我就會記得今晚要做。 #$e#我必須畀自己做一些小提醒，否則我就會完全忘記做事情。$h
1515	Sam	winter_Sun8	It would be fun if we could go sledding, wouldn't it?#$e#I don't think there are any good hills nearby.$s#$e#Plus, I don't have a sled.#$e#So, how have you been doing lately?	如果我哋可唔可以去滑雪橇，會好有趣，唔係嗎？ #$e#我唔認為附近有咩好山。 $s#$e#此外，我冇雪橇。 #$e#咁，你呢排過得咩環境呀？
1516	Sam	winter_Sun	Try not to make a mess in the house or my Mom will flip.	盡量唔好將屋企弄得一團糟，否則我阿媽會反曬面慨。
1517	Sebastian	Introduction	Oh. You just moved in, right? Cool.#$e#Out of all the places you could live, you chose Pelican Town?	哦 。你啱啱搬入嚟，對嗎？ #$e#在所有你能住的地方中，你選擇啦鵜鶘鎮？
1518	Sebastian	Resort_Entering	I liked the boat ride. At one point you couldn't see any land at all..	我中意坐船。在某一點上，你根本睇唔到任何陸地。
1519	Sebastian	Resort_Leaving	I'm ready to get back home.	我有準備好回家。
1520	Sebastian	Resort	The beach is nice, but I don't love the crowds.	沙灘唔錯，但我唔鍾意人多慨地方。
1521	Sebastian	Resort_Shore	You think Willy would let me lug a jet ski out here?#$b#...Nah.$h	你認為威利會令我拖住噴氣式滑雪板嚟呢度呀？ #$b#... 唔啦。$h
1522	Sebastian	Resort_Wander	...Now, if I were a tropical frog, where would I hide...$h	... 現在，如果我係一隻熱帶青蛙，我會藏喺邊度...$h
1523	Sebastian	Resort_Wander_2	I bet this place looks pretty cool in the rain.	我打賭呢個地方喺雨中看起來非常酷。
1524	Sebastian	Resort_Towel	It's good to get away from the computer and see the real world sometimes. I forget how nice it can be.$h	有時離開電腦，睇下真實慨世界系件好事。我唔記得佢可以有多好。$h
1525	Sebastian	Resort_Bar	I usually wear black, but in this heat...	我通常穿黑色慨衫，但喺咁熱慨天氣度...
1526	Sebastian	danceRejection	No... There's someone else I want to dance with.	不，等我仲想和別人跳舞。
1527	Sebastian	divorced	Why do you keep bothering me? I'm trying to forget about you.$s	你做乜嘢阻我開？我想忘掉你。 $s
1528	Sebastian	dumped_Guys	I don't want to see you for a while.$u	我有段時間唔想見到你啦。$u
1529	Sebastian	breakUp	... alright...$s#$b#I guess I'll see you around, then...$s	... 好啦...$s#$b#我想我會看到你的，然後...$s
1530	Sebastian	secondChance_Guys	Hey...	嘿...
1531	Sebastian	Mon	Um... need something?	嗯 ... 需要咩嗎？
1532	Sebastian	Mon4	If I just disappeared would it really matter?$s	如果我就這樣消失啦，真係有關係嗎？$s
1533	Sebastian	Tue	I was thinking... people are like stones skipping over the water.#$b#Eventually we're going to sink.	我喺度諗...... 人就好似石喺水面上跳動。 #$b#最終我哋會沉沒。
1534	Sebastian	Tue6	I like your new boots!$h^Your hair looks nice today.$h#$e#Do you want to hang out for a while?	我中意你慨新靴！ $h^你慨頭髮今日睇嚟唔錯。 $h#$e#你想喺出便玩一陣呀？
1535	Sebastian	Wed	What am I going to do today?#$e#Probably nothing.	我今日要做咩？ #$e#可能乜都唔做。
1536	Sebastian	Wed2	Sam is probably my only friend in this town.#$e#Well, Abby is nice too, but...$h#$e#Umm.. nevermind.	薩姆可能係我喺呢個鎮上唯一慨朋友。 #$e#嗯，Abby都好好，但係...$h#$e#嗯... 算啦，唔講咗。
1537	Sebastian	Wed2_inlaw_Abigail	Sam is probably my only friend in this town, anymore...	Sam可能是我在這個鎮上唯一的朋友啦......。
1538	Sebastian	Wed6	You and Sam are probably my only friends in this town.$s	你同Sam可能係我喺呢個鎮上唯一慨朋友。$s
1539	Sebastian	Wed10	Um... You're single, right?#$e#Just wondering!$l	嗯...... 你係單身，對嗎？ #$e#只是想知道！ $l
1540	Sebastian	Thu	#$1 Sebastian1#I snuck into the caves last night and got a nasty cut from a rock crab. Don't tell anyone, okay?#$e#Hi.#$e#...want something?	#$1Sebastian1#我昨晚溜進山洞，被岩蟹劃啦一道噁心的傷口。唔好話畀任何人，好唔好？ #$e#你好。#$e#... 想要咩？
1541	Sebastian	Mountain_47_23	I come here for the peace and quiet.	我到呢度嚟係為咗享受和平與靜。
1542	Sebastian	Thu4	Why does everyone like Maru so much? Sure, she's smart and friendly, but don't they realize it's all just an attention-grabbing scam?#$e#Sorry...$s	做乜嘢個個都咁鍾意小丸子？當然，佢好叻，都好友好，但佢哋唔通唔知一切只係一個吸引人注意慨騙局呀？#$e#對唔住...$s
1543	Sebastian	Thu6	Could you picture someone like me living on a farm? It seems ridiculous.$h	你能想像像我啖慨人生活喺一個農場度呀？似乎好荒謬。$h
1544	Sebastian	Thu8	Could you picture me living on a farm?#$e#It seems ridiculous, but I have been thinking about it lately.	你能想像我住喺一個農場度呀？ #$e#似乎好荒謬，但我呢排一直在思考呢個問題。
1545	Sebastian	Fri	Uh... I don't really know you.	呃...... 我唔真正瞭解你。
1546	Sebastian	Fri2	*sigh*... If gas wasn't so expensive I'd ride my motorcycle to the city today.#$e#$q 15/16 Fri_old#So what do you do when you aren't working?#$r 15 0 Fri_bad#More Farming#$r 16 30 Fri_good#Comic books#$r 15 -30 Fri_bad#Shopping#$r 15 -30 Fri_bad#Sports	*嘆氣*... 如果汽油唔係咁貴慨話，我今日會騎住我慨電單車去城裡。 #$e#$q 15/16 Fri_old#咁你唔工作慨時候都做啲乜？ #$r 15 0 Fri_bad#更多耕種#$r 16 30 Fri_good#搞笑書#$r 15 -30 Fri_bad#購物#$r 15 -30 Fri_bad#運動
1547	Sebastian	Fri_old	$p 16#Hey, if you're bored feel free to hang out in my room...$h|You probably prefer the small-town life, huh?	$p 16#嘿，如果你覺得無聊，可以到我的房間去玩......$h|你可能更喜歡小鎮的生活，嗯？
1548	Sebastian	Fri_good	Oh yeah? Well, did you read the new 'Cave Saga X'? I won't spoil it for you, but oh man...$h	係咩? 好啦，你睇過新嘅《洞穴傳奇X》呀？ 我唔會破壞你嘅心情，但係哦，夥計......$h
1549	Sebastian	Fri_bad	Oh yea? Hmm... Not really my thing, but everyone's different I guess.$u	係咩? 嗯 ... 我唔太喜歡，但我想個個都唔一樣。$u
1550	Sebastian	Sat	What? I didn't hear you... I'm busy thinking about something.#$e#What do you want?	乜嘢，我冇聽見... 我正忙著想事情呢。 #$e#你想咩環境呀？
1551	Sebastian	Sat2	You know, I should be doing something productive right now. I just lose focus too fast...$s#$b#Maybe I should drink more coffee?	你知道，我而家應該做一些有意義嘅事情。 我只是太快失去啦注意力......$s#$b#也許我應該多喝些咖啡？
1552	Sebastian	Sun	Hey. Your name is @, right?	嘿，你嘅名係@？
1553	Sebastian	Sun2	Having a good weekend? ...nice.	周末點呀？ ... 幾好.
1554	Sebastian	Sun4	I usually stay inside, but I do go to the beach now and then.#$b#Pretty much only when it's raining, though.#$e#For some reason, staring off into the bleak horizon makes me feel... I dunno. Like it's worthwhile to keep pushing on, I guess.	我通常呆喺屋度，但我偶爾會去沙灘。 #$b#幾乎只有喺落雨嘅時候先去。 #$e#出於某種原因，凝視著暗淡的地平線令我覺得......。 我唔知. 就好似值得繼續前進一樣，我想。
1555	Sebastian	Fri8	What's new?$h#$e#I'll be at the saloon tonight destroying Sam at pool again.$h	有咩新鮮事啊？ $h#$e#我今晚會喺酒館同Sam一起打桌球。$h
1556	Sebastian	Sun10	I was just thinking about you...$l	我只是在想你...$l
1557	Sebastian	Event_game1	Okay, that'll work.	好的，這就可以啦。
1558	Sebastian	Event_game2	Good choice. That works well with my role.	唔錯嘅選擇。 同我嘅角色好搭。
1559	Sebastian	Event_cave1	Not so fast! I want to know what it is.	唔好咁快！ 我想知佢係乜嘢。
1560	Sebastian	Event_cave2	Really? It was making a lot of noise!	真係噶? 好大聲！
1561	Sebastian	Event_cave3	It's too dangerous without a sword. But I like your sense of adventure.$h	冇劍太危險啦。 但我鍾意你嘅冒險精神。$h
1562	Sebastian	event_garage1	Great.$8	好好.$8
1563	Sebastian	event_garage2	Okay... Nevermind then.$9	好囉....... 噉就唔好理喇。$9
1564	Sebastian	event_garage3	Don't worry, I'll make sure to show you the ropes before I let you do anything dangerous.$8^There's no need to worry... I'll make sure you're safe.$8	別擔心，喺我畀你做任何危險嘅事情之前，我一定會畀你指點迷津嘅。$8^ 我會保證你嘅安全。$8
1565	Sebastian	event_city1	Hmm... Not exactly how I'd put it but, yeah.	嗯...... 唔係我想講嘅咁，但是，是的。
1566	Sebastian	event_city2	Yea... That's exactly how I feel, too.$l	系吖，呢個正系我慨感覺。$l
1567	Sebastian	event_city3	Oh... Well maybe this wasn't the right place to bring you, then. I thought you'd see the beauty in it.$s	哦……咁，或者呢唔係帶你嚟慨正確地方。我以為你會見到佢慨靚。$s
1568	Sebastian	event_city4	Ugh... You sound like my Mom.$a#$b#...*sigh*$s#$b#You're right, though. I'm addicted to these things, it's not good.$s	呃……你慨氣呀好似我阿媽。 $a#$b#…*透氣*$s#$b#不過你講慨對。我對呢啲嘢上癮，呢可唔好。 $s
1569	Sebastian	summer_Mon	Everyone is so happy in the sun. I don't get it.	每人喺陽光下都係咁慨快樂。我唔明。
1570	Sebastian	summer_Mon6	Everyone is so happy when it's sunny out...#$e#Different people like different things, I guess.	每人喺陽光下都好開心……#$e#唔同慨人鍾意唔同慨嘢，我估。
1571	Sebastian	summer_Tue	I'm looking forward to the cold, damp season. I feel more at home.	我等咗好耐住寒冷、潮濕慨季節。我覺得好似喺屋企。
1572	Sebastian	summer_Wed	What's the point of going outside? I've already seen it all.	到出面去有咩意義架。呢？我已經睇到呢一切。
1573	Sebastian	summer_Wed8	Why am I grinning? I guess I've been unusually happy lately...$l	點解我喺度笑？我諗我呢排異常開心……$l
1574	Sebastian	summer_Thu	I definitely don't want to go swimming, if that's what you're going to ask.$s#$e#Oh, you just stopped to say hi? Sorry.	我絕對唔係想去游水，如果呢係你要問慨。 $s#$e#哦，你只係停落嚟打招呼？對唔住。
1575	Sebastian	summer_Thu10	If you ever wanted to go swimming... I guess I'd do it.$l	如果你想去游水慨話，我諗我會去慨。 $l
1576	Sebastian	summer_Mountain_58_35	#$c .5#The temperature only starts to get comfortable at night.#$e#It always seems to stay a little cooler by the lake.	#$c .5#溫度得夜晚先開始變得安樂。 #$e#喺湖邊似乎總能保持一啲涼意。
1577	Sebastian	summer_Fri	Oh, hey. *yawn*	哦，*嘿嘿*
1578	Sebastian	summer_Fri6	Hey, I'm glad you stopped by.$h#$e#How have you been coping with this heat?	嘿，我好開心你停落嚟。 $h#$e#你係點應對呢種高溫慨？
1579	Sebastian	summer_Sat	I hope we're not having mushroom casserole tonight...$s	我希望我地今晚唔好食油菇煲……$s
1580	Sebastian	spring_12	I'm not too big on festivals. Lots of commotion, too much social interaction... More stress than fun, if you ask me.	我唔係好鍾意牙齒印架嘛。大量慨騷動，太多慨社交活動……。如果你問我，壓力多於樂趣。
1581	Sebastian	spring_23	Ugh... Tomorrow is the worst festival of the year by a mile. Just wait and see how stupid I look during the flower dance.	呃…聽日系今年最衰節嘞。等住睇我喺跳花舞時睇落有多壽啦。
1582	Sebastian	fall_20	Are you looking forward to the Spirit's Eve festival? It's probably my favorite.$h	你等咗好耐聖靈節慨到慨咩？呢可能係我最愛。$h
1583	Sebastian	fall_26	The Spirit's Eve festival is tomorrow. I really hope they have those skeletons on display again this year.$h#$e#I almost feel like they're my friends at this point.	聽日系聖靈降臨節嘞。我真係希望佢哋今年可以又展出啲骷髏。 $h#$e#喺呢一啲上我差唔多覺得佢係我朋友。
1584	Sebastian	summer_10	Hehe... It might be funny to put something disgusting in the potluck soup tomorrow. Just don't poison anyone.#$e#Why ruin the potluck? Hmm... I guess some people feel liberated when the rigid structures of society break down a little. Maybe I'm weird.	嘿嘿…聽日喺聚餐慨湯裡放啲作嘔慨嘢可能會好得意。只係冇毒任何人。 #$e#點解要破壞聚餐活動？嗯…我想有啲人喺社會慨僵化結構略略打爛後會覺得解放。或者我好怪。
1585	Sebastian	summer_27	Tomorrow we'll all be gathering at the docks to see the migration of the moonlight jellies. I think it starts at ten o'clock.	聽日我哋都會聚集喺碼頭，睇月光下慨啫喱慨遷移。我諗佢喺十點鐘開始。
1586	Sebastian	winter_24	It's the eve of the winter star today. Better make sure you've got an empty stomach for the feast tomorrow.	今日系冬星慨前夜。最好確保你有一個吉肚嚟應付聽日慨盛宴。
1587	Sebastian	summer_Sun	I usually only go outside after dark. Does that sound weird to you?	我通常只係天黑後至到出面去。你覺得呢聽落好怪咩？
1588	Sebastian	summer_Sun4	Last night, I saw a group of bats flying around near the lake.#$e#I guess maybe they are feeding on the mosquitoes this time of year?	冬天有一件事幾好...... 所有慨蚊都唔見咗。#$e#我諗佢地今年食飽晒
1589	Sebastian	fall_Mon	So... it's the big harvest season, isn't it?	咁……而家系大收穫季節，系未啊？
1590	Sebastian	fall_Mon4	You're probably making a lot of money on your farm, huh?#$e#I guess I should get a job soon...$s	你可能喺你個農場上賺咗好多錢，系嘛？ #$e#我諗我應該盡快搵份工$s……
1591	Sebastian	fall_Tue	Pumpkin spice this... pumpkin spice that... man, I do get sick of these seasonal fads.	番瓜香料呢個……番瓜香料嗰個……伙計，我真係對呢啲季節性慨流行覺得厭。
1592	Sebastian	fall_Tue6	Who does Demetrius think he is, telling me what to do? He's not even my real father.$a	Demetrius以為佢係邊個，話畀我知應該做啲咩？佢甚至唔係我親生老豆。$a
1593	Sebastian	fall_Wed	*yawn*... what time is it? I think I slept too much last night.	*打喊路*，而家係幾時？我諗我琴晚訓得太多啦。
1594	Sebastian	fall_Wed8	I'm glad you showed up. I was starting to get bored.#$e#Now I feel a lot more energetic, believe it or not.	我好開心你出現。我開始覺得厭喇。 #$e#而家我覺得精力充沛多咗，信唔信由你。
1595	Sebastian	fall_Thu	My room might be a little less depressing if I had a window...$s	如果我有一扇窗，我間房可能就唔會咁壓抑啦……$s
1596	Sebastian	fall_Fri	*yawn*... I was up until 3 reading this new book...#$q 62/63 fall_Fri_old#Do you read, @?#$r 62 -30 Fri_bad#Yep. The classics.#$r 63 30 Fri_good#Only Sci-fi and Fantasy#$r 62 0 Fri_bad#I like a good Romance#$r 63 -30 Fri_bad#No, I don't read books	*打喊路*…我一直到3啲仲讀無呢本新書#$q 62/63 fall_Fri_old#你睇書啊，@？ #$r 62 -30 Fri_bad#系慨。 #$r 經典之作。 63 30 Fri_good#就科幻#$r 62 0 Fri_bad#我鍾意浪漫故事#$r 63 -30 Fri_bad#我唔睇書。
1597	Sebastian	fall_Fri_old	$p 62#You probably wouldn't like it.$s|I think you'd like it.	$p 62#你可能唔中意佢。$s|我諗你會中意慨。
1598	Sebastian	fall_Fri_good	Hey, me too. There's nothing like a good fiction to push the boundaries of the imagination.$h	嘿，我都係。冇咩過一部好慨小說更可突破想像力慨界限喇。$h
1599	Sebastian	fall_Fri_bad	Huh. Sounds boring.	嗯。聽落好悶。
1600	Sebastian	fall_Fri6	I've been reading a book about a farmer. Reminds me a lot of you, actually.$h#$e#Sorry if that creeps you out.$h	我一直都係讀一本關於農民慨書。令我諗起咗好多你，其實。 $h#$e#對唔住，如果呢畀你覺得驚。$h
1601	Sebastian	fall_Sat	I was *this* close to moping in bed the entire day. Kinda wish I had, now.	我*就差*咁啲就可以喺張床上慪啦啦咁成日喇。而家，我真係希望我有。
1602	Sebastian	fall_Sun	The sun is coming out less and less these days... wonderful.	呢幾日太陽出嚟慨次數越嚟越少咗……好咯。
1603	Sebastian	winter_Mon	I'm enjoying this gloomy weather... although I have to say, it's a little cold.	我好嘆呢種陰沉慨天氣，雖然我唔講唔得噶喇，呢有啲凍。
1604	Sebastian	winter_Mon4	Nothing surprises me anymore... nothing makes me laugh.#$e#Yeah, I know... I'm being a little dramatic.	冇咩可以畀我驚訝……冇咩可以畀我笑咗。 #$e#係呀，我知……我有啲作大喇。
1605	Sebastian	winter_Tue	Hmm... I don't really have anything to say. I still don't know you very well.	哇，我真係冇咩夠膽講話慨。我都係唔好瞭解你。
1606	Sebastian	winter_Tue4	Hey...#$b#It's hard to think of new things to talk about, sometimes. Even after you know someone.#$e#...Sorry.	嘿……#$b#有時好難想出新慨話題嚟。即使喺你識某之後。 #$e#…唔好意思。
1607	Sebastian	winter_Tue6	I was so close to screaming at Mom for throwing away my old comic collection... But something stopped me.#$e#Hmm... with age comes wisdom.	我差啲就對阿媽大喊大叫，因為佢抌咗我舊漫畫集……。但有嘢阻止都咗我。 #$e#嗯……隨著年齡慨增長，智慧都隨之而來。
1608	Sebastian	winter_Tue10	You came here to see me?$l#$e#...$h	你係嚟揾我呀？$l#$e#...$h
1609	Sebastian	winter_Wed	%Sebastian seems lost in thought...	%Sebastian似乎陷入咗沉思……
1610	Sebastian	winter_Wed4	Hey, don't let me stop you from getting your work done.#$e#If you aren't busy I don't mind if you stick around.$h	嘿，唔好畀我阻止都你完成你慨工作。 #$e#，如果你唔忙，我唔介意你留低。 $h
1611	Sebastian	winter_Thu	I wonder what's for dinner tonight... *grumble*$s	我想知今晚慨晚餐慨系咩… *生氣*$s
1612	Sebastian	winter_Thu6	I should learn how to cook. That would be useful.	我應該學習點煮飯。咁會好有用。
1613	Sebastian	winter_Fri	It's fun to live so close to the train tracks. It's a reminder that there's a big world out there.	住喺離火車軌道咁近慨地方真係有意思。佢提醒我，外面慨世界好大。
1614	Sebastian	winter_Fri8	When I was younger I'd run out to the railroad whenever I heard a train coming.#$e#Whatever happened to those days...? *sigh*$s	當我後生嗰陣，每當我聽到火車嚟啦，#$e#我就會去鐵路上。 *嘆氣*$s
1615	Sebastian	winter_Sat	The frogs aren't very happy in winter.#$e#Poor little guys.$s	青蛙喺冬天唔係好開心。 #$e#可憐慨小嘢。$s
1616	Sebastian	winter_Sat6	I like winter but I do feel bad for all the cold animals out there.#$e#I guess they're used to it, though... like me.	我鍾意冬天，但我為外面所有寒冷慨動物覺得難過。#$e#我想佢哋已經習慣咗，雖然……好似我一樣。
1617	Sebastian	winter_Sun	I built a snowgoon but Demetrius made me get rid of it.#$e#What's his problem?$u	我起咗個雪球，但Demetrius令我掉咗。 #$e#佢有咩問題？$u
1618	Sebastian	winter_Sun6	I built a snowgoon but Demetrius made me get rid of it... yet Maru's cute little snowman goes unharmed!$a#$e#Ridiculous.	我整咗個雪球，但Demetrius令我將佢整走咗，但Maru可愛慨細雪人就毫髮無損！$a#$e#痴線。
1619	Shane	Mon	I don't know you. Why are you talking to me?	我唔識你. 你做乜嘢要同我講話？
1620	Shane	Resort_Entering	Buh... hope the bar's open.	希望酒吧開。
1621	Shane	Resort_Leaving	Welp... got my year's supply of Vitamin D. Now I can play video games with the blinds shut the rest of the year.	我有維他命D啦。而家我可以喺剩番嘅時間入面关住百葉窗玩電子遊戲啦。
1622	Shane	Resort_Shore	That's right... I'm not wearing any shoes or socks.#$b#Some call it a public health risk.#$b#The crabs seem to enjoy it, though.$h	噉就啱喇... 我冇着任何鞋子或襪。 #$b#有人話係一種公共健康風險。 #$b#之，螃蟹似乎好鍾意咁。$h
1623	Shane	Resort_Chair	Hoo... Feels good to rest these hams.#$b#If anyone needs me, I'll just be sitting here, marinating.	嗚... #$b#如果有人需要我，我就坐喺度醃製，感覺好好。
1624	Shane	Resort_Bar	Phew... feels good to have a cold drink...#$e#Or maybe a few...	呼...... 感覺好好，可以飲杯冷飲......#$e#或者可能飲幾杯......
1625	Shane	Resort	Okay, this sand is piping hot. I regret not wearing shoes.$s	好啦，沙好熱。 我後悔冇穿靴。$s
1626	Shane	danceRejection	...No.$s	... 唔係。 $s
1627	Shane	pamHouseUpgrade	I heard you built Pam a house... That's really generous...#$b#You know, I could use a hundred thousand gold myself...#$e#*ahem* ...ah ...Just kidding. ...Heh.	我聽說你給 Pam建一棟屋......。 那真是太慷慨啦......#$b#你知道，我自己也可以用十萬金幣......#$e#*哎呀*... 啊... 只係講笑。 ... 呵。
1628	Shane	pamHouseUpgradeAnonymous	I heard someone bought Pam a house... *sigh*... What did Pam ever do to earn that kind of generosity??	我聽說有人給Pam買啦一套房子......*嘆息*...... Pam做咗乜嘢嚟贏得噉嘅慷慨呢？
1629	Shane	divorced	...$a#$e#...Leave me alone.$a	...$a#$e#... 唔好攪我。$a
1630	Shane	breakUp	*gulp* Oh... Yeah, okay... I guess I should've seen this coming.$s#$b#I'll... uh... guess I'll see you at the Saloon.	*哦*...... 係，好啊...... 我想我應該睇到啲。 我想我應該有看到這一點。 $s#$b#我...... 我想我會在酒館見到你。
1631	Shane	dumped_Guys	%Shane has a glazed look in his eye. He won't speak to you.	%Shane嘅眼入面有一種凝重嘅神情。 佢唔肯同你講話。
1632	Shane	secondChance_Guys	I don't understand you... *sigh*...	我唔明你...*嘆息*...
1633	Shane	Mon2	I hardly know you. Why are you talking to me?	我幾乎唔識你。 你做乜嘢要同我講話？
1634	Shane	Mon4	Hey. Sorry if I came off as rude when we first met.#$e#It takes me a while to warm up to strangers.	嘿，如果我哋第一次見面時我表現得好粗魯，我好抱歉。 #$e#我需要一段時間嚟熱絡陌生人。
1635	Shane	Mon10	Do you ever feel like the whole world is scrutinizing you like some disgusting insect?	你有冇覺得成個世界都喺審視你，就好似啲核突嘅昆蟲？
1636	Shane	Tue	What? What do you want? Go away.	咩話? 你想要乜嘢? 行啦.
1637	Shane	Tue2	What do you want from me? Money? I'd give you a pot of gold to leave me alone!	你想由我呢度得到乜嘢？ 錢嗎？ 我願意畀你一罐金子令你離我遠啲！
