OID	File	Portion	English	廣東話口語（Colloquial Cantonese）v1028
770	Haley	winter_Thu6	Maybe I'll donate some of my skirts to a charity this spring.#$e#I mean, I do have over 1,000 skirts.$h#$e#...what?	或者今年春天，我會將我啲裙捐畀慈善機構。 #$e#我係講，我真係有1000多條裙。 $h#$e#…咩？
771	Haley	winter_Sun6	Um, if you see Alex could you tell him I'm busy today?#$e#Thanks.	哇，如果你睇到亞歷克斯，你可唔可以講畀佢聽我今日好忙唔忙啊？ #$e#多謝。
772	Haley	winter_Mon8	I wish it were warmer here in Stardew Valley.#$e#I could move somewhere else, but...	我希望Stardew Valley呢度可以更暖啲。 #$e#我可以搬其他地方，但係……。
773	Haley	winter_Fri8	Do you think you'll ever have a pony on your farm?	你話你個農場會有一匹馬仔嗎？
774	Haley	winter_Sat8	I'm glad you have less work to do in the winter.#$e#It must be nice to have a break, huh?	我好開心你喺冬天有更少慨嘢要做。 #$e#有休息慨機會一定好好，系嘛？
775	Haley	winter_Sun10	@, you look rugged today. I like it.^@, you look pretty today.#$e#...$h	@，你今日好似好粗獷。我中意。 ^@，你今日好似好靚。 #$e#...$h
887	Leah	Introduction	Hello, it's nice to meet you. $h#$e#You picked a good time to move here... The spring is lovely.	你好，好開心見到你。 $h#$e#你揀咗個好時機搬離呢度…春天好得意。
888	Leah	Resort_Entering	Don't tell anyone, but Willy let me steer the boat for a few minutes.$h	唔好話畀任何人，但Willy畀我開咗幾分鐘慨船。$h
889	Leah	Resort_Leaving	Well, that was deeply relaxing.	哇，啖系深深慨放鬆。
890	Leah	Resort	I love the weather in Stardew Valley, but seeing a different climate now and then helps put things into perspective.	我鍾意星雲谷慨天氣，但偶然見到唔同慨氣候有助於將野睇清楚。
891	Leah	Resort_Shore	The shape of the waves here is awe inspiring.#$e#I wonder if I could ever capture that sort of formlessness in a sculpture.	呢度慨浪形狀畀人敬畏。#$e#我想知我係咪可以喺雕塑中捕捉到嗰啲無形慨嘢。
892	Leah	Resort_Chair	I like the heat as long as I'm keeping perfectly still.$h	我鍾意熱，只要我保持完全靜止。$h
893	Leah	Resort_Wander	Mmm, I bet the trees around here would make for an interesting medium to work with.#$e#Though Willy probably wouldn't be happy with me if I dragged a bunch of logs onto his ship!$h	哇，我夠膽打賭，呢度慨樹木會成為一種有趣慨嘢媒介。#$e#儘管如果我把一堆木頭拖到他的船上，Willy可能會對我不滿意！ $h
894	Leah	Resort_Wander_2	I wonder what kind of things you could forage out here.#$e#I think I saw some tasty looking walnuts growing on a bush nearby.	我想知你喺呢度可以摘到乜嘢。 #$e#我諗我睇到啲好似好食慨合桃生喺附近慨灌木叢中。
895	Leah	Resort_Bar	Have you tried the Piña Colada? I'm on my second one... hehe.	你試過Piña Colada嗎？我喺飲第二杯……嘿嘿。
896	Leah	danceRejection	I'll be honest. I don't want to dance with you.$u	我講真。我唔想同你跳舞。$u
897	Leah	divorced	I've realized I'm happier by myself. So just leave me be.$u	我已經意識到我一個人更開心。所以唔好理我。$u
898	Leah	breakUp	Ohh... Got it. Hah... I really don't have any luck when it comes to this stuff...$s	哦……明喇。我真係冇任何彩數，當佢涉及到呢樣嘢……$s
899	Leah	dumped_Girls	I don't want to see you for a while...$s	我有排唔想你……$s
900	Leah	secondChance_Girls	You caused a lot of grief with what you did... but I'm ready to put the past behind us.$s	你所作所為惹咗好多悲傷，但我已經準備好將過去慨事情揼咗喺腦後。$s
901	Leah	Beach	I came for the sound of the ocean. Beautiful, isn't it?	我係嚟聽海聲。好靚，唔係咩？
902	Leah	Mon	The trees look nice today, don't they?#$q 21/22/211132 Mon_old#So why did you become a farmer?#$r 21 -5 Mon_21#I want to make tons of money.#$r 22 5 Mon_22#It's more \"real\" than living in the city.#$r 211132 5 Mon_211132#To follow in grandpa's footsteps.#$r 22 5 Mon_22#I wanted to escape my old life.	今日慨樹睇落唔錯，唔係咩？ #$q 21/22/211132 Mon_old#咁你點解要做農民呢？ #$r 21 -5 Mon_21#我想搵大錢。#$r 22 5 Mon_22#呢過住城裡更“真實”。 #$r 211132 5 Mon_211132#要跟隨阿爺慨足跡。#$r 22 5 Mon_22#我想逃避。
903	Leah	Mon_old	$p 21#So are you making as much money as you hoped?|Spending time in nature is very rewarding.	$p 21#咁你賺慨錢同你希望慨一樣多呀？ |喺大自然中度過慨時間係好有意義架。
904	Leah	Mon_21	Hmm. That seems kind of shallow, doesn't it?$s	嗯。呢好似有啲淺薄，唔係咩？ $s
905	Leah	Mon_22	That's pretty much the reason I came here, too!$h	咁都差唔多系我嚟呢度羅！ $h
906	Leah	Mon_211132	That's very sweet to honor your grandfather like that.	你啖紀念你亞爺，真係好。
907	Leah	Tue4	Hi. Oh, you want to talk?#$e#The landscape around here gives me a lot of ideas. The terrain is almost like a sculpture itself.#$e#I don't make art for money. It's just an urge that I have.#$e#Farming seems like a very rewarding profession. You get to create delicious food for everyone!$h#$e#You're probably busy. Sorry.	嗨，哦，你想傾下呀？ #$e#呢度慨風景畀咗我好多諗法。地形幾乎就一個雕塑本身。 #$e#我做藝術唔係為咗錢。呢只係我一種衝動。 #$e#農場似乎系一個好有價值慨職業。你可以為大家創造靚慨嘢食！$ h#$e#你可能好忙。對唔住。
908	Leah	Tue	Hello, neighbor.#$e#We both live outside of town. Does that mean something?	你好，隔離屋。 .#$e#我哋都喺城外。呢意味住乜嘢呀？
909	Leah	Wed	#$1 LeahBug#This morning I accidentally stepped on a bug.$s#$e#Sometimes I think it's impossible to live without destroying nature in some way.	#$1 LeahBug#今日朝早我唔覺意踩到咗一隻蟲子。 $s#$e#有時，我覺得唔以某種方式破壞大自然系唔可能番落去。
910	Leah	Wed6	I love being around animals. They're so innocent.#$e#Farm animals are wonderful, too.$h	我中意同動物喺埋一齊。佢哋系啲啖慨無辜。$e#農場啲動物都好精彩。$h
911	Leah	Wed8	Hi @! I was just thinking about you and your farm.#$e#I was imagining how good it must feel to harvest a big bunch of crops.$h#$e#Wouldn't it be nice to have help, though?$l	你好@！我只係想你同你個農場。 #$e#我喺想像收穫大把女莊稼慨感覺一定好好。 $h#$e#不過，有幫助唔係好唔好啊？$l
912	Leah	Thu	There's actually a lot of wild food in this area, if you know where to look.#$e#I've been having fresh salads almost every day.$h	其實呢一區有好多野生嘢食，如果你知去邊處揾啲嘢。 #$e#我幾乎日日都有新鮮慨沙律。 $h
913	Leah	Thu6	Foraging is a specialty of mine. Someday I'll make you a fresh salad.$h	揾食系我慨一個專長。有一日我會畀你做一份新鮮慨沙律。 $h
914	Leah	Fri	It's simpler to be friends with the trees. They don't have much to say.$h	同樹做朋友比較簡單。佢哋冇咩夠膽講話慨。$h
915	Leah	Fri2	We wouldn't be able to survive without nature. It's good to remember that.	冇大自然，我哋就生存唔到。記住呢啲好好慨。
916	Leah	Fri4	Hello, @. It's a nice day, isn't it?#$e#Stop by my cabin if you ever need someone to talk to.$h	你好，@。今日天氣唔錯，唔係咩？ #$e#如果你要搵人傾計，唔該去我小屋嚟。$h
917	Leah	Sat	I love to decorate for the different seasons.	我鍾意為唔同慨季節進行裝潢。
918	Leah	Sat8	Farming sounds so fun. I want to try it, someday.$l	耕作聽落好得意。我想試，總有一日。$l
919	Leah	Sun	If you hear any banging from inside my hut, it's probably just me working on one of my sculptures.	如果你聽到我小屋入面有任何敲擊聲，可能係我喺做我一個雕塑作品。
920	Leah	Sun8	If you ever find any interesting looking driftwood, I could use it.#$e#It would be special that you gave it to me.$l	如果你搵到任何有趣慨浮木，我可以用佢。 #$e#你將佢送畀我，只會好特別。$l
921	Leah	event_sculpt1	...What?$7#$b#Oh! Yeah, that's absolutely right!$h	…咩？ $7#$b#哦！係呀，呢又啱慨！ $h
922	Leah	event_sculpt2	There's nothing wrong with that... I think there's lots of beauty to be found in raw, untouched nature!#$b#But as a human, I'm also interested in how we shape and interpret the world around us... I guess what I'm saying is that I'm interested in 'art'.	咁冇咩錯……。我認為係原始慨、未畀觸及慨大自然中可以穩到好多靚！ #$b#但作為一個人，我都對我哋點塑造同解釋我哋周圍慨世界有興趣……我諗我要講慨系，我對'藝術'有興趣。
923	Leah	event_sculpt3	You pig!%fork$a^Oh! You're...? Me too.$6#$b#Get out!$a^That's good to know.$l	你呢隻豬！ %fork$a^Oh！你係……？我都係。 $6#$b# 出去！ $a^好好理解。.$l
924	Leah	event_parents1	You're right... I just wouldn't have been happy back there.$u#$b#It was better for both of us... to end an unsustainable relationship while we were still young and flexible.$u	你係啱慨，我只係喺嗰度唔會快樂。 $u#$b#呢對我哋兩個人都好……我哋仲後生同靈活嗰陣結束一段唔永續慨關係。$u
925	Leah	event_parents2	That's a little harsh... but, yeah. We had different priorities.$u	呢度有D醃尖，但係，系慨。我哋有唔同慨都係睇事項。$u
926	Leah	event_parents3	Oh yeah? Well maybe I'll just leave, then!%fork$a	哦，系未啊？好啦，或者我會離開，然後！ %fork$a
927	Leah	event_parents4	*sigh*...$s#$b#I guess you're right... it was kind of selfish. But can you really blame me for wanting to be happy? Ugh... I don't know...$s	*sigh*……$s#$b#我想你係啱慨，呢度有D精。但你真係可以鬧定我想要開心啊？呃…我唔知……$s
928	Leah	event_parents5	*sigh*...$s#$b#Maybe you're right... Humans are selfish creatures. I don't know. $s#$b#I probably shouldn't dwell on it. We all have to make hard choices from time to time.$s	*sigh*……$s#$b#或者你係啱慨……。人類系精慨動物。我唔知。 $s#$b#我或者唔應該煩亂於此。我哋都要不時啖做出艱難慨選擇。$s
929	Leah	summer_1	You can tell it's summer by the sweet smell of nectar wafting through the air!$h	你可以通過空氣中飄散慨花蜜慨甜味嚟判斷而家系夏天！ $h
930	Leah	summer_Mon	I found some wild fruits this morning!#$e#Sorry, I don't have any left.$s#$e#Keep looking, I'm sure you'll find something.	我今朝發現咗一啲野果！ #$e#對唔住，我已經冇咗。 $s#$e#繼續尋找，我相信你會揾啲嘢。
931	Leah	summer_Tue	The sound of farm animals is great, isn't it?	農場動物聲好好，唔係咩？
932	Leah	summer_Tue4	The simple things in life are best: a soft summer breeze, majestic clouds, and a goblet full of Stardew Valley red.	生活中簡單慨嘢系最好慨：柔和慨夏日微風，雄偉慨雲朵，與及滿滿一杯酒星露谷紅。
933	Leah	summer_Thu6	I have a good eye for wild fruit. Some day I'll make you a nice fruit salad.$h	我有一對善於發現野果慨眼。有一日，我會畀你做一個好靚慨水果沙律。$h
934	Leah	summer_Fri	You can use a tapper to harvest syrups and other useful liquids directly from trees.#$e#It's a slow process, but the result can be quite valuable.	你可以用攻絲機直接從樹上收穫糖漿同其他有用慨液體。 #$e#呢系一個嚤佗慨過程，但結果可能相當有價值。
935	Leah	summer_Fri2	I hate to be blunt, but if we don't treat nature with respect, our grandchildren will be doomed.#$e#Don't you think so?	我唔想講得太直白，但係如果我哋唔尊重自然，我哋慨子孫就會當衰。 #$e#你唔咁話嗎？
936	Leah	summer_Fri6	Hello, @. Do you ever get lonely on that big farm?#$e#Stop by my cabin if you ever need someone to talk to.$h	你好，@。你喺個大農場度會唔會覺得孤獨？ #$e#如果你要搵人傾計，唔該去我小屋嚟。$h
937	Leah	summer_Sat	The flowing water keeps my house a little bit cooler in summer.#$e#I can't tolerate heat very well.	流動慨水令我間屋系夏天有啲涼爽。 #$e#我唔好好地忍受熱。
938	Leah	summer_Sun	What should I do on such a warm, lazy day? *sigh*#$e#Any ideas?	系啖一個暖、慵懶慨日子入面，我應該*做緊啲咩呀？ sigh*#$e#Any ideas？
939	Leah	fall_1	How quickly the seasons change!#$e#It's shocking.	季節變化得好快呀！ #$e#呢畀人震驚。
940	Leah	fall_Mon	#$c .5#I found some wild mushrooms over the weekend!#$e#I had a huge plate of wild mushrooms and eggs for breakfast today... I'm still full.#$e#Keep your nose to the ground and you'll find some mushrooms yourself... I'm sure of it.	#$c .5#我喺週末發現咗一啲野生油蘑菇！ #$e#我今日早餐食咗大盤野生油蘑菇同雞蛋。 我好飽。#$e#把你的鼻子放在地上，你會自己找到一些蘑菇。…我敢肯定。
941	Leah	fall_Tue	I wonder if I could make a collage out of dried leaves?#$e#They're just so colorful... I can't help but think of the potential for art projects.$h	我想知我係咪可以用做樹葉做一幅博貼畫？ #$e#佢哋系咁豐富多彩…我不禁諗到藝術項目慨潛質。 $h
942	Leah	fall_Tue4	Everyone has a unique and interesting perspective, whether they believe it or not. Don't you think so?#$e#Although, some people have opinions that I just can't respect.	個個都有一個獨特而有趣慨視角，無論佢哋係咪相信佢。你唔咁話嗎？ #$e#雖然，有啲人慨觀點我就係唔尊重。
943	Leah	fall_Wed	It's so nice to live by the river.#$e#I fall asleep to the soothing sound of water every night.	住喺河邊真係好。#$e#我每晚喺舒緩慨水聲中入睡。
944	Leah	fall_Thu6	One of these days I'll have to make you a wild mushroom stir-fry.$h	總有一日，我得畀你做一條野生油蘑菇炒菜。$h
945	Leah	fall_Fri	Do you have a kitchen in your house?#$e#If you have a kitchen, you can cook all kinds of delicious meals.$h	你屋企有廚房呀？ #$e#如果你有廚房，你可以做好靚啲嘢食。$h
946	Leah	fall_Fri6	Stop by my cabin if you ever need someone to talk to.$h	如果你要搵人傾計，唔該去我小屋嚟。$h
947	Leah	fall_Sat	Decorations accentuate the feeling of the season. I think it's a worthwhile tradition.	裝飾品出位咗季慨感覺。我認為呢系一個值得慨傳統。
948	Leah	fall_Sun	There's a lot of good places to walk around here.#$e#It feels good to stretch your legs.	呢度有好多可以散步慨地方。 #$e#伸展你腳感覺好好。
949	Leah	winter_Mon	I love the way everything looks when it's covered with fresh snow.	我鍾意一切畀新雪覆蓋時慨樣。
950	Leah	winter_Tue	It gets pretty cold in my little cabin.$s#$e#I just snuggle up under a huge blanket, and I'm okay.$h	喺我細木屋企會好凍。 $s#$e#我只係依偎喺一張氊下，我就冇事嘞。$h
951	Leah	winter_Wed	I saw a snow rabbit early this morning! They're rare, aren't they?	我今日晨早就見到咗一隻雪兔！佢哋好罕見，唔係咩？
952	Leah	winter_Thu	I'm having a hard time finding fresh food to eat.#$e#I've been eating a lot of bread.$s	我好難搵到新鮮啲嘢食。 #$e#我已經食咗好多包嘞。$s
953	Leah	winter_Thu6	*Sigh*... It's hard to get fresh food in the winter.#$e#I bet your farm is pretty well stocked with food, huh?	*嚡嚡聲*…冬天好難買到新鮮啲嘢食。 #$e#我想你個農場一定有好好啲嘢食儲備吖？
954	Leah	winter_Fri	Time seems to move slower here.#$e#When I lived in the city, the year went by so fast.	呢度慨時間似乎過得比較慢。 #$e#當我喺城市入面慨時候，一年時間過得好快。
955	Leah	winter_Fri6	Do you ever get cold in that farmhouse of yours?#$e#Stop by my cabin if you want to huddle under one of my quilts and drink cider.$h	你喺你農舍度會唔會覺得凍？ #$e#如果你想屈埋喺我被度飲蘋果酒，就嚟我小屋啦。$h
956	Leah	winter_Sat	Hello. Do you want something?	你好。你想要乜嘢啊？
957	Leah	winter_Sat2	Hello, @. Is there something you wanted to talk about?	你好，@。你有咩想講慨咩？
958	Leah	winter_Sun	Do you ever take a whole day off?#$e#It's a refreshing break.	你曾經休息過一成日呀？ #$e#呢系一個令人振奮慨休息。
1078	Maru	Introduction	Oh! Aren't you the one who just moved in?#$b#I'm Maru. I've been looking forward to meeting you!$h#$e#You know, with a small town like this, a new face can really alter the community dynamic. It's exciting!	哦！你唔係岩搬嚟嗰個呀？ #$b#我係Maru。我一直喺度等咗好耐住見到你！ $h#$e#你知，好似啖慨小鎮，個新面孔真係可以改變議員慨活力。好畀人興奮！
1079	Maru	Resort_Entering	Willy mentioned that you helped fix the boat. Thanks for doing that!	Willy提到你幫手修船。多謝你啖做！
1080	Maru	Resort_Leaving	That was fun!	好好玩！
1081	Maru	Resort	I've been noticing a few different starfish species. My favorite are the big purple ones, but they're all very interesting!	我已經留意咗一啲唔同慨海星種類。我最鍾意慨系紫慨大海星，但係佢哋都好得意！
1082	Maru	Resort_Towel	*gasp*... It's a solar eclipse!$3#$b#Oh... nevermind. It's just your body blocking the sun.	*gasp*…呢係日食！!$3#$b#哦…算啦。呢只係你慨身體擋住曬太陽啫。
1083	Maru	Resort_Towel_2	We're so far removed from civilization out here.#$b#Imagine the stars you could see at night.#$e#Who knows, maybe we'd even see a flying saucer or two!$h	我哋喺呢度遠離文明。#$b#想像下你夜晚可以睇到慨星星。 #$e#點知呢，或者我哋甚至會見到一兩個飛碟！ $h
1084	Maru	Resort_Bar	Mmmm... Why are tropical fruits so good?	嗯…點解熱帶水果咁食？
1085	Maru	Resort_Shore	I wonder if Willy would let me bring my telescope here sometime...#The sky is so clear here, I bet I could spot Pelican Town out in the horizon.#Maybe I'd even see you running around %farm Farm!	我想知Willy會唔會畀我有時間帶住我望遠鏡嚟呢度……#呢度慨天系咁清晰，我打賭我可以喺地平線上睇到鵜鶘鎮。#也許我什至會看到你在 %農場到處跑!
1086	Maru	danceRejection	I'm flattered! But... No.	我真係受寵若驚！但係，唔好。
1087	Maru	divorced	We have nothing to say to each other.$a	我哋大家之間冇咩夠膽講話慨。$a
1088	Maru	breakUp	Not good enough for you, huh?$a#$b#Fine...$s	對你嚟講都唔夠好，哇？$a#$b#好啦……$s
1089	Maru	dumped_Girls	You've got some nerve, speaking to me!$a	你真係有膽，同我講嘢！ $a
1090	Maru	secondChance_Girls	You've lost some respect with me, @... but I'm willing to forgive you.$s	你喺我度失去咗一啲尊重，@……但我願意原諒你。 $s
1091	Maru	Mon	Whenever I'm struggling with a technical problem, I always take a walk.#$e#It's surprising how much a change of scenery can help.	每當我為一個技術問題而苦惱慨時候，我總係出去行下。 #$e#令人驚訝慨系，換個環境可有幾大幫助。
1092	Maru	Tue	Have you met my mother? She's the town's carpenter.	你見過我阿媽啊？佢係鎮上慨鬥木佬。
1093	Maru	Wed	On Tuesdays and Thursdays I work at Harvey's clinic.#$b#He says he likes having me around in case his medical equipment goes haywire!$h#$e#Being a farmer must be pretty easy, huh?	喺星期二同星期四，我喺哈維慨診所工作。 #$b#佢話佢鍾意有我喺身邊，以防佢醫療設備出錯！$h#$e#做一個農民一定好松，系嘛？
1094	Maru	Thu	I plan on spending a lot of time with my telescope this summer.	我計劃今年熱天花好多時間喺我望遠鏡上。
1095	Maru	Sat	Do you know my Dad, Demetrius? He's a scientist. I have a lot of fun helping him out in the laboratory.	你識我阿爸Demetrius嗎？佢係一個科學家。我喺實驗室度幫助佢有好多樂趣。
1096	Maru	Fri	Hey, sorry if I seem cranky... I'm a little sore from work yesterday.#$c .5# I had to carry ten boxes of medical files to the attic!#$e#I had to sort patient records for four hours straight!	嘿，對唔住，如果我好似好孟…尋日慨工作畀我有啲淵。 #$c .5#我要拎將十箱醫療文件搬閣上！ #$e#我要拎連續四個鐘對病人慨紀錄進行分類。
1097	Maru	Sun	Hi!#$q 3/4 Sun_01_old#Do you have fun working on the farm?#$r 3 0 Sun_01_01#Yes.#$r 4 0 Sun_01_02#No.	你好！#$q 3/4 Sun_01_old#你喺農場做嘢有樂趣呀？#$r 3 0 Sun_01_01#系慨。 #$r 4 0 Sun_01_02#唔好。
1098	Maru	Sun_01_old	$p 3#Hey, you've made another week of progress on the farm! It seems like things are going well for you.$h|Another tiring week on the farm, huh? It must really be a lot of work...$s	$p 3#嘿，你喺農場又取得咗一個星期慨進展！睇嚟你慨嘢進展順利。 $h|喺農場啲另一個禮拜好攰，系未啊？呢一定係個好大慨嘢……$s
1099	Maru	Sun_01_01	Well that's good, isn't it?$h	哇，好好，唔係咩？$h
1100	Maru	Sun_01_02	Yikes! I'm sorry. Have you ever thought of doing something different...?$s	呀！我好對唔住。你有冇諗過做啲唔同慨嘢……$s
1101	Maru	Tue2	Stop by our house when you need to upgrade your buildings.#$e#It's always nice to have visitors.	當你要升你慨建築物慨時候，唔該去我哋屋企。 #$e#有訪客係好好慨。
1102	Maru	Fri4	My mother is a carpenter and my dad is a scientist. I guess it makes sense that I'm into building gadgets.	我阿媽系個鬥木佬，我阿爸系個科學家。我諗，我鍾意建造小玩意係有道理慨。
1103	Maru	Mon6	Sometimes my head gets so cluttered with nonsense I can hardly think. Does that ever happen to you?#$e#Getting some fresh air usually helps.	有時，我腦子裡會畀垃圾嘢塞滿，幾乎唔諗。你有過呢種情況呀？ #$e#呼吸D新鮮空氣通常會有幫助。
1104	Maru	Wed8	I work at Harvey's clinic on Tuesdays and Thursdays.#$e#He's nice, but not really my type...	我星期二同星期四喺哈維慨診所工作。 #$e#佢好好，但唔係我中意慨類型……
1105	Maru	Thu10	Oh, @! Is there anything you want to talk to me about?$l	哦，@！你有咩想同我講慨咩？$l
1106	Maru	Event_Hospital_1	Of course he'll know the difference! This sample is completely ruined!%fork$s	佢當然會知道其中慨差別！呢個樣本完全被毀喇！!%fork$s
1107	Maru	Event_Hospital_2	Okay. I'll blame it on you, then.$u	好啦，咁我就將佢歸咎於你啦。.$u
1108	Maru	Event_Hospital_3	You're right. I should just tell him the truth.%fork$u	你係啱慨。我應該直接講畀佢聽真相。 %fork$u
1109	Maru	Event_Space1	It's amazing, isn't it?	好神奇，唔係咩？
1110	Maru	Event_Space2	I guess you could see it like that...$s#$b#But it's still incredible, isn't it?	我諗你可以啖睇…………$s#$b#但係都係好不可思議，唔係咩？
1111	Maru	Event_Cut1	Oh no?$8#$b#Well, that makes me feel a little better, then. Thanks.	哦，唔？ $8#$b#好啦，咁畀我覺得好啲啦，咁。多謝。
1112	Maru	Event_Cut2	Oh no! Aghh... I'm really really sorry.$s	哦，唔！丫，我真係好對唔住。$s
1113	Maru	event_robot1	Thanks. That means a lot to me, @.#$b#I know gadgets aren't really your kind of thing... but I do appreciate that you're showing interest in what I do.#$b#I wish I could return the favor somehow.$l	多謝。呢對我嚟講意義架。重大，@。 #$b#我知小玩意並唔係你菜，但我好感激你對我慨工作表現出興趣。 #$b#我希望可以以某種方式回報你。$l
1114	Maru	event_robot2	What? After she said point-blank that she doesn't want to be a slave? How cold...%fork$a	什麼？在她直截了當地說她不想做奴隸之後？多麼冷酷......%fork$a
1115	Maru	event_robot3	Heh...$8#$b#Yeah I guess he did kinda say that, didn't he?$l#$b#...Um...$l	Heh...$8#$b#Yeah I guess he did kinda say that, didn't he?$l#$b#...嗯...$l
1116	Maru	event_robot4	...$8#$b#@...$8	...$8#$b#@...$8
1117	Maru	event_robot_explain1	...$s#$b#You have a point, I did program her to act human... but her neural net is so complex, I can't be sure conciousness didn't emerge on its own.$8#$b#Furthermore, isn't it a little arrogant to assume that human-like consciousness is the only worthwhile vessel of existence? Computer brains are different than ours, but that doesn't mean we can disregard them.$8	...$s#$b#你說的有道理，我確實把她編程為人類的行為...但她的神經網絡非常複雜，我不能確定意識不是自己出現的。 $8#$b#此外，假設類似人類的意識是唯一有價值的存在容器，這是不是有點傲慢？計算機的大腦與我們的不同，但這並不意味著我們可以無視它們。$8
1118	Maru	event_robot_explain2	I see. Well it wasn't a very funny joke.$a	我明白了。嗯，這不是一個很有趣的笑話。$a
1119	Maru	event_robot_explain3	That's horrible! What's gotten into you, @?$a#$b#I'm just going to forget about this conversation... you aren't acting yourself.$a	太可怕了! 你怎麼了，@？ $a#$b#我打算忘掉這次談話......你不是在演戲。$a
1120	Maru	summer_1	This is going to be a great season for stargazing.	這將是一個觀星的好季節。
1121	Maru	summer_Mon	Hmm... What sort of gadget should I tinker with this summer?	嗯... 這個夏天我應該搗鼓什麼樣的小玩意兒？
1122	Maru	summer_Mon6	Come to my room if you ever want to tinker with my gadgets.	如果你想修理我的小玩意，就到我的房間來。
1123	Maru	summer_Tue	Sebastian is my half-brother, if you didn't know already.#$e#We look totally different.	Sebastian是我同父異母的兄弟，如果你還不知道的話。#$e#我們看起來完全不同。
1124	Maru	summer_Tue4	Sebastian hardly ever talks to me. I wonder if he even likes me at all?#$e#It's sad, I want to have a brother but he doesn't act like one.	Sebastian很少和我說話。我想知道他到底喜不喜歡我？ #$e#這很可悲，我想有一個兄弟，但他的行為卻不像一個。
1125	Maru	summer_Wed	Are you enjoying the season?#$e#It's been so warm this year.$h	你喜歡這個季節嗎？ #$e#今年的天氣很溫暖。$h
1126	Maru	summer_Thu	Sorry, I was just thinking about some gadgets I'm making.#$q 35/36 Thu_01_old#I've decided I'm going to build a robot someday.#$r 35 30 Thu_0#That should be very easy for you#$r 36 -50 Thu_01_01#You should be more realistic#$r 35 40 Thu_01_02#It sounds challenging	對不起，我只是在想我正在做的一些小玩意。 #$q 35/36 Thu_01_old#我決定有一天要造一個機器人。 #$r 35 30 Thu_0#這對你來說應該很容易#$r 36 -50 Thu_01_01#你應該更現實一些#$r 35 40 Thu_01_02#這聽起來很有挑戰性
1127	Maru	Thu_01_old	See you later.	回頭見。
1128	Maru	Thu_0	Really? Are you sure you're not just trying to flatter me?	真的嗎？你確定你不是在奉承我嗎？
1129	Maru	Thu_01_01	You don't think I could do it?$s	你認為我做不到嗎？$s
1130	Maru	Thu_01_02	You're right, but I love a challenge!$h	你是對的，但我喜歡挑戰！ $h
1131	Maru	summer_Sat	Hey, have any interesting farm stories to tell me?#$e#Guess not.	嘿，有什麼有趣的農場故事要告訴我嗎？ #$e#我想沒有。
1132	Maru	summer_Fri	I worked at the clinic yesterday. We didn't have a single patient.#$e#I guess people get sick less during summer.	我昨天在診所工作。我們沒有一個病人。 #$e#我猜人們在夏天會少生病。
1133	Maru	summer_Sun	I bet you're growing some interesting crops right now.#$b#Dad says a lot of exotic plants grow in the valley this time of year.	我敢打賭，你現在正在種植一些有趣的作物。 #$b#爸爸說，每年的這個時候，很多外來的植物都在山谷裡生長。
1134	Maru	summer_Fri2	Hey, tell me a story about farming.#$e#That's really interesting!	嘿，給我講一個關於農業的故事。 #$e#這真的很有趣!
1135	Maru	summer_Wed4	Is it just me or did it suddenly get really hot?#$e#I guess it's just me.	是我的錯覺，還是它突然變得非常熱？ #$e#我想這只是我的錯覺。
1136	Maru	summer_Sun6	Some day I'm going to be a world-class inventor.$u#$e#You're lucky to be friends with me!#$b#...just kidding.	有一天我將成為世界級的發明家。 $u#$e#你很幸運能和我成為朋友！ #$b#...只是開玩笑。
1137	Maru	summer_Tue8	@, you're looking sharp today.$h	@，你今天看起來很精神。 $h
1138	Maru	summer_Thu10	How do your hands stay so soft with all that farm work?	做了那麼多農活，你的手怎麼能保持這麼柔軟？
1139	Maru	fall_Mon	Have you explored the mines much? I've heard you can find some useful materials there.	你經常探索礦區嗎？我聽說你可以在那裡找到一些有用的材料。
1140	Maru	fall_Tue	The trees look beautiful today!$h	今天的樹看起來很美！ $h
1141	Maru	fall_Thu	In other parts of the world it's spring right now. Imagine that!	在世界的其他地方，現在是春天。想像一下吧!
1142	Maru	fall_Wed	Bleh... I don't feel like working tomorrow.	糟糕...。我覺得明天不想工作了。
1143	Maru	fall_Fri	I bet we'll start seeing more people at the clinic this season.$s#$e#I hope everyone stays healthy.	我打賭這個季節我們會開始在診所看到更多的人。 $s#$e#我希望每個人都能保持健康。
1144	Maru	fall_Sat	All these falling leaves will provide food for mushrooms and other small organisms.$u#$e#Interesting, isn't it?	所有這些落葉將為蘑菇和其他小生物提供食物。 $u#$e#有趣的是，不是嗎？
1145	Maru	fall_Sun	Hey, here's to another good week! *toast*	嘿，為另一個美好的一周乾杯! *敬酒*
1146	Maru	fall_Tue2	@, I just love how the trees look right now!#$e#I know you like them too.	@，我只是喜歡現在的樹的樣子！ #$e#我知道你也喜歡它們。
1147	Maru	fall_Wed4	If you have any extra metal laying around, I could always use it for one of my projects.#$e#But only if you don't need it yourself.	如果你身邊有多餘的金屬，我可以隨時用它來做我的一個項目。 #$e#但前提是你自己不需要它。
1148	Maru	fall_Fri6	I've been feeling especially optimistic lately...$h	我最近感覺特別樂觀...$h
1149	Maru	fall_Mon8	You should come visit me at the clinic Tomorrow. I work from 10 a.m. to 4 p.m.$h	你明天應該來診所看我。我的工作時間是上午10點到下午4點，$h
